text,BIO_anno,class
优质客户，57000额度，额度美丽,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O,1
谢谢分享，撸到了，这个兴业的福利不错,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
我去全是低额度,O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,0
？？？这是哪个银行，有点坑人啊,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
爱几把降就降，不敢用了，惹不起，还不如好好养招商,O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK,0
不用人神共愤，大妈愤就够了。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,0
关键连个电话还是短信提醒都没有，直接就关了，工行够狠,O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ,0
带发工资呢，那我的工资不会被扣了吧，太惨了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
看不起工人阶层，银行也是蛮恶心的,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
今天刚给我打了要我分期，7000多账单让我分24期，说是有费率优惠，我说才几千块还有分两年那我还不如不用拉呢，巴拉巴拉了半天，给我办了6期...,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
靠，白金卡还有这福利？我特么金卡就只有一句生日快乐，早知道办个白金了,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,0
快申请实体卡恭喜,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ,1
这卡是单币卡吧，头疼我的星座卡，一堆账户，看着不爽,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
一般体制内企业、世界500强，中层干部以上。50万年薪加持。额度会低么,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O,0
彦祖们都说融e借坑多，稳妥起见我前天先去柜台把他取现出来放,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,0
没必要吧，刚审下的卡注销再申，恐怕不是太好，稳妥点是保留手上现有的，申下分期卡再说。审下后不能曲线再注销稳妥些...,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,0
广发金7.8k（17.9)~12k(18.8.3),B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O,1
兴业不错,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ,1
我靠，四大最耐撸，不不，天朝最耐撸的中行也这样了吗？,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,0
我也接到过分期电话，感觉是个外包，直言我大额消费什么的，我说我是真实消费可以提供凭据，你竟敢威胁我我...,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,0
“套取积分”？就是说，中行积分很值钱、被你花完了？！看到了，你是无损撸。,O O O B-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O,0
:L的确没想到中行也是这种套路,O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
去年就是被中信害死，其他行降额至少会提前通知，中信刚还进去就降每个月都给你降一点真是恶心人还完就注销了,O O O O O B-BANK I-BANK B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O,0
手机号你不用自己的几个意思了，想诈骗么,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
历史原因导致的，之前我身份证被移动拉黑了，没办成。现在已经出黑名单了，我得去过个户。几麻烦啊,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
先过户吧移动怎么拉黑你的？,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0
上大学那会办过几张移动卡，都没正常销户，后来都欠费停机，后来就拉黑了。,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
我也又耽误了，但是我们当地分公司一直打电话。,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,0
交通银行也是国有大银行，不能说野鸡,B-BANK I-BANK I-BANK I-BANK O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0
刚给客服打电话说这个卡还没正式。？他到处宣传还没正式发布，坑啊,O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
中信1k怒销,B-BANK I-BANK O O B-COMMENTS_ADJ O,0
送了多少个人头了，盼了多少个日夜，第一次成功破1w，欣喜若狂，值了值了。终于不是烂卡了，成功升级小菜卡。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O,1
申请别的会直接拒绝！我也是19年下卡0额度！很惨！,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,0
我中行房贷??首卡批4000??我说啥了??连销了几次??现在预审批都没了搞不好系统记仇了??房贷现在都还11年了??这又搬了20砖??3个月后是骡子是马到时候就知道了...,O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
都说中行记仇，好多人都在说,O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,0
这卡有什么用，感觉没用,O B-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
我1W都卖了，三年没提了，额度低就这样吧,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O,0
中行最贱??不给提就不要显示出来,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,0
固提到2w以内靠谱，以上都应该是送人头,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,1
我也是只差中行，一直推不下来，养半年征信10月再战，没砖人员申个中行卡好难,O O O O O B-BANK I-BANK O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
我去弄工行也是，10行，57W，怎么申都不下！,O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O,0
光大是我销户的下一个目标，积分也废了，用了快两年了。,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,0
楼主玩币了吧？突然32800的收入。开心吧,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
我的中国银行也冻结5天了。完全没要解的意思。被ga冻结的,O O B-BANK I-BANK I-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
恭喜下卡！推了几次都没推倒,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,1
恭喜下卡。。,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O,1
中行这个还不错，五次刷免，不知有没有实体卡。,B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,1
对，我也掉到0了?我今天给客服打了电话?据说看到了几个点，不可能恢复,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
冲动，当时招行给我10万还很开心,O O O O O B-BANK I-BANK O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
"老凡尔赛了,华夏40万额度",O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,1
我对四大行很失望，打算卖给中国银行。工行的两个5000已经冻结2个月了，所有推荐都消失了。,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,0
这就难了，我的5000个菜卡平时真的给淘宝买个菜，别人呢,O O B-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,0
我批了，利息高，用不起。,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O,0
NND，才给我8K。是打发要饭的呢。。:Q:Q:Q:Q 破兴业,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK,0
中行老油子申同等级卡都是共享额度，没有曲线一说,B-BANK I-BANK O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,0
你说的就是扯淡呢，除非你不是本地的，不然不可能要这些东西,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,0
现在都严了，尤其外地的。后悔当时没多办几个大行的，现在很难搞,O O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
还好我8大银行都办齐了！！赞赞,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
你严重逾期，还拖欠贷款一次。,O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O,0
买菜卡为什么要申请，我都注销了,O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
傲娇的银行，现在我都不敢申请，哎，之前招行还是不错的,O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
不止你一个，我前两天也没了，心累,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
拉卡拉还封顶啊？那不错啊，我也是20万，准备4万一刷，分几次刷出来。没出现什么问题吧？,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,1
去年6个点，今年疫情开始就是4个点的良心利率。好像中行有房贷的直接能批，不像建行快贷容易套路。在一年中随意支用，最好的地方是就在有效期一年内的最后一天支用，都还...,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,1
5000的菜卡留着干嘛，注销了,O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O,0
哈哈，恭喜，你说的提额到5000发帖的老哥就是我,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,1
先提升资质，再办卡。先办好提额的最后再办不好提额的。你把提额的希望寄托在中行，思路就错了。我也是绕了好大一圈弯路，还绕了一年，妈的。...,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,0
中行就那么香么？,B-BANK I-BANK O O O B-COMMENTS_ADJ O O,1
"复旦大学支行有，但是不太肯办,好难哦",O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
就这种，建设银行的基金就很给力的,O O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
亲哥40k，开心的不行了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
我12万被农行诉讼了，法院已经判决，反正也没管，估计进失信人了,O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O,0
等死，我的分期都没批，咋搞,O O O O O B-PRODUCT I-PRODUCT O O O O O O,0
我的12万网捷贷目前逾期，打总行说问放款行，打放款行他们也不知道，太特么难了，,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
直接推，但是农行现在废了,O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
农行平常积分10000就值10块！你说这个好不好？,B-BANK I-BANK O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,0
建议只保留招行、平安，注销光大、交行、浦发，额度都太低太低了,O O O O O B-BANK I-BANK O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
等收到领卡短信在去申请网点面签领卡一起办，额度就不会低,O O O O B-PRODUCT O O O O O O O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ,0
秒出结果啊，再说农行乐分易是邀请制，没有邀请申请绝大多数都是拒绝,O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
还傻傻的养农业银行流水,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK I-BANK I-BANK B-COMMENTS_N I-COMMENTS_N,0
打上海银行纠纷中心021-55369653求助吧,O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O O O O O O,0
信访是哪个？哪个网站投诉的，完全没有作用吧，搞的人心烦,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
老农不好提哦,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
是的，老农那套系统，比较恶心，学学人家浦发,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-BANK I-BANK,0
我想如果是机审不通过直接秒呗，莫非全是人工？那效率也低了点吧,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,0
老哥，打客服问问具体卡在哪一步了，等的好焦躁啊,O O O O O O O O O O B-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
什么情况，基金大震荡,O O O O O B-PRODUCT I-PRODUCT O O O,0
这怎么搞？办个中国银行的信用卡就这么难么,O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ O,0
申卡的上面都那么写的，但是我就担心四大不负责任。。,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,0
我存了3个月的砖??也秒拒??转到中行去了,O O O O O O O O O O O O O O O O O B-BANK I-BANK O O,0
过了很久，民生效率很低,O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
我去年12月份，到现在都没有录入，应该是丢掉了，这效率低的,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
感觉线下都慢,O O O O O B-COMMENTS_ADJ,0
现在查到了，显示录入，开心的,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
等电话，电话后天吧出结果，没录入就不知道多久，不靠谱银行,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
你的现在有消息了吗？我等的好焦虑啊,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
时间长了，民生效率很低,O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
这个效率也是醉了,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
不太好过，我办之前有工农建中邮，第6行推民生，申请过了5天才电话征信，问的很详细，当天过了，下卡3万，因为去年疫情过了1个多月才去网点激活，5天后自动提额到3.6万，就...,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-BANK B-BANK B-BANK B-BANK B-BANK O O O O O B-BANK I-BANK O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,0
民生还搞地域歧视,B-BANK I-BANK O O O O O O,0
我去年9月份网申平安携程卡、卡员申广发犀利卡，均秒批。,O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
民生很重视地区，有点看不起农村人,B-BANK I-BANK O O O O O O O O O O O O O O,0
基本上无缘了，以后都不批，更不要提额度啥的,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,0
民生没过，兴业估计也够呛，我总觉得这两货，是一起的……,B-BANK I-BANK O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O,0
。我讨厌，基金搞了好久都亏，哎,O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O O,0
基本错过了，以后也不会批准，放弃吧,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
基本上以后都不会批准。果断放弃,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
不懂他们打过来是干嘛的，气愤,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
民生不是要求挺高吗，，，黑户也能过？想送人头。,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,0
民生要求不是很高吗？、、、黑户也能过？我想送我的头?,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,0
工行额度挺高额！,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,1
异地前缀激活了，舒服,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
还是给你提了的哇?只是你不满意,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
打电话给客服问怎么回事。效率这么低,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,0
你要把民生撸破产吗,O O O B-BANK I-BANK O O O O,0
滴滴。我上车了。不知道卡片寄来我还能薅到吗，希望是可以的，薅羊毛很开心的,O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
从批卡到开卡首刷然后第三天显示达标，至少也要四五天，到时有没有就不一定了，不过这个活动时间还很长，还有小半年，就算没有也大概率会补货…心累吧,O O B-PRODUCT O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
这额度这年费，都让人上头,O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O,0
业务员上门来办理的，非常方便,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
